,neg,neu,pos,nns,FRS,Dugast,Herdan,Maas,Summer,cttr,rttr,label
180,0.1,0.726,0.174,15852,80.62,49.52303511713791,0.7730394101308654,0.020192623445527486,0.8936021460209278,15.215711775422,21.518265953961798,Detective and Mystery
181,0.125,0.698,0.177,12680,74.53,50.38276795190746,0.7793785800166827,0.019848056005071883,0.8965020934021758,15.781904377741416,22.318983211077228,Detective and Mystery
182,0.126,0.707,0.168,10453,77.57,58.942184057378896,0.8166268500704099,0.016965777837932208,0.9148969032505428,21.664185826077727,30.637785413010096,Literary
183,0.127,0.707,0.167,16818,76.66,51.03272999411527,0.7776397657093203,0.019595267588375397,0.896463242156217,16.51031341316023,23.349109147921624,Detective and Mystery
184,0.111,0.711,0.178,27619,68.91,56.780299348094594,0.7946018426589192,0.017611742302897134,0.9064014125683304,21.960396802924627,31.056690993790763,Literary
185,0.117,0.726,0.157,19444,71.38,53.7545532624563,0.7863379587240432,0.01860307526169003,0.9015314012900834,18.955723866129485,26.80744177607968,Literary
186,0.129,0.675,0.196,15525,73.41,57.126911570506486,0.8030522780215446,0.017504884694594283,0.9093826740419153,21.39317968806243,30.2545248571425,Literary
187,0.111,0.738,0.151,3188,72.9,55.52104203488114,0.8253828759473553,0.01801118933199685,0.9155187113314541,16.576547341770095,23.442778068050945,Literary
188,0.125,0.713,0.161,15351,77.67,51.21856362091835,0.7807527829381662,0.01952417110720353,0.897667173940998,16.54605188347413,23.39965097733801,Detective and Mystery
189,0.074,0.738,0.188,16484,69.04,47.983880872276146,0.761532428087819,0.020840331832721232,0.8882297233864757,14.098060813189909,19.937668805173836,Literary
190,0.123,0.719,0.158,6850,82.65,54.40180727292302,0.8072606693365078,0.018381742264244997,0.9088891889091331,17.728394712977806,25.071736242196682,Literary
191,0.138,0.702,0.16,11058,65.29,47.45432695094216,0.7677376510031348,0.02107289396462815,0.8898664905082087,13.522994888501907,19.12440277522144,Detective and Mystery
192,0.12,0.744,0.136,21780,73.81,53.91433234440435,0.784616047574675,0.018547943682433225,0.9010789039539779,19.26843401735581,27.24968071303568,Literary
193,0.121,0.743,0.137,16857,80.96,50.731051305274136,0.7781127377180022,0.01971179335477397,0.8963697649031895,16.183999133576343,22.887631068138084,Western Stories
194,0.089,0.769,0.142,14104,82.48,50.09197874730949,0.7805828564032289,0.019963276057520716,0.8966599545736724,15.445589562709147,21.843362238431595,Literary
195,0.125,0.705,0.169,6286,71.07,53.26652418956143,0.8047717843768222,0.018773517048742756,0.9072492211842004,16.823678851046612,23.79227480015953,Detective and Mystery
196,0.109,0.716,0.174,17054,76.96,53.76092358989248,0.7895273144428728,0.01860087091561814,0.9025941949064837,18.718037018397027,26.471301812418723,Literary
197,0.102,0.706,0.192,6874,73.81,55.67316915098568,0.8134584729013432,0.017961973698461448,0.9117840232407657,18.334872844553026,25.92942584115306,Literary
198,0.136,0.674,0.19,6926,82.99,49.4392469076503,0.7880427905730151,0.02022684532124737,0.8986100480887068,14.466392459223764,20.45856841444612,Literary
199,0.132,0.69,0.177,18712,79.4,51.564010531240825,0.778704105906824,0.01939337126219333,0.8972614432755921,17.008141729310967,24.053144704355358,Literary
200,0.12,0.695,0.185,1819,70.87,54.145992046180545,0.8327545114652151,0.0184685876499799,0.9169387770352171,14.39300635586068,20.354784791780332,Literary
201,0.129,0.65,0.222,13558,62.95,49.87712727309756,0.7756187221410372,0.020049270169963745,0.894791711622027,15.456220779832108,21.858397049871424,Literary
202,0.131,0.656,0.214,12532,56.83,56.08256981469537,0.8038693090981495,0.017830851961743898,0.9089524025457029,20.002172160428806,28.28734314619997,Literary
203,0.105,0.758,0.137,2957,68.33,54.38339219397992,0.8240765262159762,0.01838796661365116,0.914321670061566,15.70483627534109,22.209992455436335,Western Stories
204,0.113,0.741,0.146,19507,78.99,56.6585130532195,0.7987373140580707,0.017649598376517528,0.9076694410035929,21.327579529188295,30.16175222276888,Literary
205,0.106,0.695,0.199,15636,78.18,50.59831137070799,0.7785590693926234,0.019763505399884012,0.8964083651858288,16.03144094620464,22.671881210505962,Literary
206,0.11,0.773,0.117,7050,79.5,50.25971797032733,0.7920307542599528,0.019896649650727977,0.9006514416436473,14.96734389241333,21.167020725353044,Detective and Mystery
207,0.137,0.75,0.112,5660,79.9,50.86852550244443,0.7976863020945602,0.01965852145551076,0.9030416354385348,15.135380320008636,21.404660120231046,Detective and Mystery
208,0.109,0.739,0.151,24142,81.77,52.39392552320771,0.7774049374590387,0.019086182033775146,0.8974943122139056,17.96988522513486,25.413255399673616,Literary
209,0.143,0.577,0.28,7483,50.54,61.891454172880685,0.8314169346622491,0.01615731950984237,0.9212709937949937,22.45203701337223,31.751975247213732,Literary
210,0.093,0.735,0.172,2077,20.22,51.27359515358646,0.8188731730449462,0.019503215973145048,0.9103363372281656,13.664607448150482,19.32467317767882,Literary
211,0.067,0.761,0.171,9594,66.41,52.210985967356486,0.792152626868166,0.019153057186570333,0.90227860504515,16.84143565818427,23.817386717638048,Literary
212,0.133,0.683,0.184,20557,75.34,51.4140924005776,0.7769529678425869,0.019449920309956997,0.8965479173529617,16.936258141858648,23.951485960068247,Literary
213,0.135,0.723,0.141,13778,86.94,51.17195539410942,0.7816084863731154,0.019541954031233162,0.8979166040940176,16.453659342169367,23.268988192362695,Literary
214,0.097,0.731,0.172,12681,87.15,47.00271072015976,0.7617127992744647,0.021275368689982675,0.8873369370843965,13.258615181313688,18.75051340769963,Literary
215,0.128,0.625,0.247,32303,74.02,52.18288443025141,0.7708108673231899,0.019163371494663507,0.895100814206551,18.03396071078003,25.50387182048866,Literary
216,0.15,0.61,0.24,38281,46.17,63.33336507172784,0.8093858057878345,0.015789465771595363,0.9150994159965001,29.618690541322263,41.88715386326966,Literary
217,0.114,0.723,0.163,6279,72.6,55.73039964987619,0.8128603181032585,0.01794352824100413,0.9116293972387067,18.473960403202856,26.126125352953007,Literary
218,0.096,0.67,0.234,4648,62.11,58.84210339804412,0.8291788387941332,0.016994633812380668,0.9188292094602409,19.33969557476375,27.350459773997816,Love and Romance
219,0.142,0.618,0.239,11940,70.06,54.77513402960085,0.8003767210816656,0.018256459207559278,0.9069059964836333,18.875469766225834,26.693945339559885,Literary
220,0.119,0.715,0.166,12594,76.35,51.843248179853795,0.7881786676867618,0.019288914856006235,0.9006638719979374,16.744371123030145,23.680116735597647,Love and Romance
221,0.086,0.754,0.161,15733,49.05,53.378780916277094,0.7882823763469745,0.018734035937772127,0.9018937752490622,18.381991459434033,25.996061625358013,Sea and Adventure
222,0.122,0.728,0.15,16805,39.0,54.32306774710991,0.791954660425315,0.018408386003811464,0.903811969991723,19.163339091778848,27.101054043948157,Sea and Adventure
223,0.098,0.696,0.206,17469,73.31,50.53717669047355,0.7748511373779432,0.01978741325667494,0.8951010830521771,16.13174794520794,22.813736728897382,Literary
224,0.125,0.687,0.189,29500,60.58,59.08966062949369,0.7987534912899484,0.016923434478160894,0.909241430631062,24.682137714994877,34.90581390490623,Sea and Adventure
225,0.073,0.755,0.171,9274,66.98,58.43085189257979,0.816171524549173,0.01711424645730677,0.9144385497268298,21.104899052558665,29.846834472643547,Literary
226,0.14,0.661,0.199,22632,75.13,50.58873653223671,0.7688654991033952,0.01976724600272966,0.8931101813114576,16.398954038854523,23.191623210481108,Literary
227,0.127,0.675,0.198,23236,71.48,53.01413445803752,0.7803542212227084,0.018862894022942764,0.8989712527723133,18.503570558397403,26.16800043601311,Literary
228,0.134,0.7,0.166,19163,65.35,57.842255908586345,0.802161682277897,0.017288399013696765,0.9095578122793049,22.447692320077454,31.745830923031907,Literary
229,0.106,0.72,0.174,10886,69.55,57.485489538756326,0.8109781634994336,0.017395694252995912,0.9121769563457286,20.74943705237082,29.34413529106963,Literary
230,0.118,0.664,0.218,27159,75.54,50.022160828654805,0.7631021913758623,0.019991139595616145,0.8906447514523782,15.97818391129544,22.5965643894456,Literary
231,0.119,0.715,0.166,12407,71.48,57.79854207095362,0.810520033304499,0.017301474469241764,0.9122289699739194,21.202901742378867,29.98543120573632,Literary
232,0.144,0.66,0.196,33643,66.07,54.59589349640847,0.7809626406701793,0.018316395903764885,0.9003693830866649,20.35505904447563,28.78640056360257,Literary
233,0.15,0.674,0.177,23359,67.22,51.93585221624429,0.7755282156171552,0.01925452182504524,0.896494099949162,17.559078480108397,24.832286929342846,Literary
234,0.131,0.7,0.169,7803,65.76,60.840647188895616,0.828486893822331,0.01643638005518317,0.9197692012531488,21.78402189363058,30.807259205004797,Literary
235,0.125,0.694,0.182,21203,73.1,56.327030208454545,0.7960305865202506,0.017753465721505456,0.9065623542265743,21.210985833011012,29.99686383634775,Sea and Adventure
236,0.109,0.698,0.193,11474,71.99,52.74424525886687,0.7904815975442193,0.018959414341641175,0.9021386768967102,17.522864881371245,24.78107316686643,Literary
237,0.116,0.698,0.185,9635,74.83,50.83631155071818,0.7887285987996268,0.019670978666544756,0.9000281886191389,15.712338195535313,22.220601772718844,Literary
238,0.093,0.723,0.184,18291,80.92,55.69350679248852,0.7958867247908018,0.017955414510455493,0.9060803158785088,20.42996731700614,28.89233685854916,Literary
239,0.099,0.736,0.165,11428,71.07,53.63146815061092,0.7972628400406107,0.01864576962897498,0.905053130112443,17.914178246414263,25.334473834848122,Literary
240,0.12,0.699,0.181,17032,67.93,51.46781617214756,0.7787589209198249,0.019429617853907746,0.897201050557975,16.904792287066407,23.906986521469406,Literary
241,0.136,0.672,0.192,3190,74.93,57.172359584566316,0.831665085141998,0.017490969539587627,0.9185938978972613,17.208540067061744,24.336550751479532,Literary
242,0.118,0.706,0.176,4399,77.77,51.3541325763699,0.8048638378542808,0.019472629559322753,0.9058084268969547,15.006473375351979,21.222358170813525,Literary
243,0.118,0.684,0.199,1992,75.13,54.73317968029576,0.8333040093074738,0.018270453239536626,0.9175187232567191,14.797023810240503,20.92615175519973,Literary
244,0.136,0.651,0.213,27459,71.99,52.12835660756887,0.7718755585375158,0.01918341695534678,0.8954167453148564,17.930500309708503,25.357556718124744,Literary
245,0.157,0.679,0.163,20732,64.1,57.44034262087122,0.8030964156956226,0.01740936690786112,0.909601361011455,21.791289444375543,30.817537073833563,Literary
246,0.094,0.762,0.144,2298,66.61,61.63839159501194,0.8493606132099619,0.01622365500012373,0.9267321484352411,18.125121866721134,25.632793163582175,Literary
247,0.132,0.704,0.164,6009,72.6,56.23157756425271,0.8172034196079054,0.017783602084742427,0.9133653154929132,18.429292009481394,26.062954704742697,Literary
248,0.106,0.698,0.196,2908,70.77,53.92049480672798,0.822730506322447,0.01854582387614188,0.9135623753068679,15.459638534233264,21.863230484498395,Literary
249,0.131,0.721,0.148,4765,72.29,57.202063345097955,0.8260387316160478,0.017481886867734765,0.916822766225423,18.134558092639995,25.646138002254244,Literary
250,0.115,0.732,0.153,9574,68.84,54.236163628185395,0.8025083334170966,0.018437882274555294,0.9072179571045846,18.05911872250561,25.539450621873314,Literary
251,0.113,0.716,0.171,31866,72.29,57.40789159007479,0.7921642519848324,0.01741920792250258,0.9060225446064202,23.089050441558413,32.6528482767684,Literary
252,0.129,0.735,0.136,2230,74.02,57.23239529588136,0.8370303199211115,0.01747262183995929,0.9203311049949204,16.394683805640458,23.185584188755282,Literary
253,0.098,0.726,0.176,8843,75.44,52.411554558958116,0.7975991488032326,0.01907976224737034,0.9042399107528543,16.616577022219357,23.499388585039753,Literary
254,0.104,0.738,0.158,4440,52.67,62.54187681006609,0.8415737330787426,0.01598928671483441,0.9247911937389601,20.859995942772475,29.50048917331657,Literary
255,0.145,0.719,0.135,8355,85.93,50.55873896810552,0.7901920747155622,0.01977897432589923,0.9002871261954952,15.358589025743168,21.72032489912057,Literary
256,0.101,0.753,0.146,16226,78.79,47.783788920202916,0.7624115974607861,0.020927599560385667,0.8883424736118086,13.909224206055402,19.6706135142917,Detective and Mystery
257,0.109,0.687,0.205,12424,72.6,50.663788053711855,0.781080315690095,0.019737963512318452,0.8973147303254957,15.97416375717645,22.590879032967695,Love and Romance
258,0.115,0.685,0.2,29400,82.78,48.84011547047432,0.7553990954024096,0.02047497206685634,0.8869108700682282,14.946989763773836,21.138235640580785,Literary
259,0.118,0.685,0.198,2247,78.48,54.145211497151266,0.827625279119936,0.01846885389029486,0.9152954597987034,15.047926324391295,21.280981493545283,Literary
260,0.132,0.671,0.197,4043,69.72,54.56101724036337,0.8188890117417413,0.01832810403065975,0.912773845277756,16.519805415667996,23.362532866602187,Literary
261,0.131,0.711,0.158,4146,77.27,52.31966141899031,0.8105947467987722,0.019113273535769346,0.908442769692561,15.352862311500461,21.712226102170696,Literary
262,0.149,0.643,0.208,18012,70.26,53.68849505225728,0.7880437665359311,0.01862596444595174,0.9020481245153781,18.75110115712142,26.51806156583094,Literary
263,0.126,0.738,0.136,19630,49.72,52.634586222039836,0.7809414172067242,0.018998914435870817,0.8988713886355082,18.041906780690002,25.51510926032291,Sea and Adventure
264,0.109,0.706,0.185,17355,67.89,56.994163576015055,0.80311794109632,0.017545656208574165,0.9093168002152549,21.215917126210663,30.003837738070743,Literary
265,0.104,0.748,0.148,13489,84.0,49.527558914321006,0.7759612786727508,0.02019077907170684,0.8946009270523329,15.112434200708927,21.37220940711357,Literary
266,0.104,0.759,0.138,2220,79.8,53.633594793205674,0.8274326125065882,0.01864503029967852,0.9148719601469901,14.642807630848107,20.70805714276564,Literary
267,0.08,0.829,0.092,1796,54.02,49.004860715334154,0.8123112649529323,0.02040613901157542,0.9063197630626868,12.502884010017699,17.681748135744737,Literary
268,0.076,0.751,0.173,16990,88.16,50.40971182118215,0.7752782049873762,0.01983744726705222,0.8951368987233578,15.987740589336903,22.61007957314307,Literary
269,0.112,0.69,0.198,2030,78.48,58.38979147801759,0.8424228674183207,0.017126281404455383,0.9227354992862453,16.510946267812475,23.350004139553842,Literary
270,0.079,0.782,0.139,13990,84.2,42.12657338432677,0.7343129261546403,0.023737985781014197,0.8721370667093737,9.737365110441816,13.770713800965407,Literary
271,0.096,0.775,0.129,4175,68.23,63.836640904183646,0.8473912983449127,0.0156649846520114,0.9272583329155871,20.857670667333416,29.497200737254403,Literary
272,0.089,0.81,0.101,3966,66.2,63.94551635994624,0.848413762554898,0.01563831300338632,0.9276285092836418,20.711553334078186,29.290559622867065,Literary
273,0.103,0.752,0.145,6889,55.81,64.27301276214698,0.8402554697165698,0.01555862961801195,0.9252673845093705,23.264266196639745,32.90064077394587,Literary
274,0.115,0.775,0.11,3424,76.25,60.83204668300617,0.8439927180723945,0.016438703849814027,0.9246259986589491,18.504253765213214,26.168966636357936,Literary
275,0.123,0.729,0.149,4601,68.13,61.45346751959558,0.8401152554586386,0.016272474774204262,0.9237558641796061,19.989743437428096,28.26976627756939,Literary
276,0.089,0.734,0.178,28618,71.58,54.06306856449266,0.7821677277766832,0.0184969152982333,0.9003755142701976,19.617573028743625,27.743437838093868,Literary
277,0.103,0.731,0.167,20719,71.68,57.588182723809645,0.7999100537104789,0.017364673665705956,0.9086636941910268,22.40389643167693,31.6838941836797,Literary
278,0.108,0.716,0.176,20973,73.81,54.0072692855296,0.7865746082710277,0.01851602595778591,0.9017987721007037,19.23314532250348,27.199774962177074,Literary
279,0.085,0.745,0.171,17878,72.5,58.350692737621564,0.8062247223728252,0.01713775712135206,0.9111934425040124,22.553389466551742,31.895309261079976,Literary
280,0.119,0.697,0.184,22458,70.57,51.79719077591893,0.7759796456449619,0.01930606631402317,0.8965336054614248,17.388181204451648,24.59060168433646,Literary
281,0.119,0.678,0.203,21712,72.7,49.4528996285179,0.7648473061241845,0.02022126119017968,0.8907360861831988,15.384047804805526,21.756329049752015,Literary
282,0.134,0.719,0.147,20057,74.73,50.067272947621184,0.772019899195773,0.019973126977500227,0.8937335930533158,15.773866503717825,22.307615940620423,Detective and Mystery
283,0.104,0.759,0.137,10778,72.19,53.740437844013066,0.7986065315150287,0.018607961529874373,0.9055759994919526,17.907809279022484,25.32546675478435,Literary
284,0.108,0.722,0.17,18513,81.43,53.76803739932885,0.7866961054556271,0.018598409917273313,0.9016604615382993,18.944705220112127,26.791859057442938,Literary
285,0.116,0.731,0.153,22450,55.51,58.78640439206198,0.8017996370544788,0.01701073590639661,0.9100376752838836,23.803696004612437,33.66350972432916,Literary
286,0.101,0.715,0.184,19796,74.63,51.429244682913456,0.7772303760583433,0.019444189899452947,0.8966540118573201,16.93901867208604,23.95538993935517,Literary
287,0.11,0.681,0.209,18505,70.57,58.498559049876064,0.8043852887347098,0.017094438157825336,0.9106927616965046,23.024564642366265,32.561651584970406,Literary
288,0.103,0.748,0.149,13958,72.7,48.364582494660986,0.7696783693922064,0.020676287242020357,0.8913985797436055,14.260367709111915,20.167205418653413,Detective and Mystery
289,0.119,0.686,0.195,23865,75.44,51.72097102341584,0.7744722763013595,0.01933451712550536,0.8959625098788883,17.374642348984388,24.57145485131565,Detective and Mystery
290,0.103,0.715,0.182,35583,64.68,64.03817584794709,0.8137555398559598,0.015615685280830148,0.9168563061629933,29.829922994051113,42.18588166273213,Literary
291,0.124,0.693,0.183,20191,71.68,56.747956933187524,0.7975011618488871,0.01762177977926773,0.9073262925151543,21.58783316401343,30.529806442795476,Literary
292,0.074,0.725,0.201,28945,74.12,48.90941988436483,0.7559689290986585,0.020445959129432978,0.8871732843074812,15.007087688604221,21.223226940946393,Literary
293,0.119,0.693,0.188,11223,85.02,52.02149698269739,0.7872562653199066,0.019222822448431365,0.9004981497291057,16.98894109934671,24.025990913053796,Literary
294,0.126,0.767,0.107,5945,85.32,51.29075546099923,0.8015558512242011,0.01949669079763089,0.9046657076527523,15.222391985533474,21.527713197700944,Detective and Mystery
295,0.103,0.662,0.236,10937,77.47,48.38903153399988,0.7727837752220262,0.02066584034229666,0.8924860922088996,14.191200853326237,20.069388713134604,Literary
296,0.125,0.691,0.184,29315,64.88,52.000209486603886,0.7695531345145621,0.01923069175822487,0.8945263020545374,17.87777853352072,25.28299686720758,Literary
297,0.145,0.7,0.156,14854,64.34,51.85789857000388,0.78388421965114,0.01928346553900719,0.8992396971475725,17.03048417495885,24.084741694007175,Detective and Mystery
298,0.054,0.802,0.144,1711,87.82,46.58502463218413,0.8127355409643796,0.021466125818234115,0.9042727901003481,10.822675614978817,15.305574635867618,Literary
299,0.147,0.689,0.164,4673,73.92,52.64241356967619,0.8079546817815639,0.01899608950635261,0.9078238721773427,15.907088175169058,22.49601983518877,Literary
300,0.093,0.757,0.149,13569,79.4,49.75890129242266,0.7768840304383946,0.020096906764946618,0.8951179884072136,15.292988268043162,21.627551417879268,Literary
301,0.116,0.726,0.158,22245,54.73,52.49396730462727,0.7775620558554643,0.01904980803216699,0.8976266556820781,18.073041997876995,25.559141106736185,Sea and Adventure
302,0.1,0.771,0.128,18128,77.27,55.70295125961356,0.7980358169675511,0.017952370159694434,0.9067902986309538,20.21307478588272,28.585604499456988,Detective and Mystery
303,0.109,0.69,0.201,19809,72.6,52.438459137860136,0.7808874800611888,0.019069973001514234,0.898698664215488,17.82856427739926,25.21339739873851,Literary
304,0.105,0.709,0.186,21486,67.72,52.48523180412868,0.7778126923634403,0.01905297863086386,0.8977039389888531,18.050144023500664,25.526758480822306,Literary
305,0.13,0.669,0.201,33269,69.75,50.73248963692438,0.7615032547276587,0.019711234499955918,0.8907169707203226,16.734857875311683,23.666662971651977,Literary
306,0.096,0.699,0.205,11473,78.89,50.07249998960259,0.7810572179385366,0.01997104199326271,0.8968034777485759,15.40450793819862,21.78526404788449,Literary
307,0.12,0.714,0.166,14955,77.06,54.84195192742398,0.7960254228503538,0.018234216049118145,0.9055267414356887,19.392269930943545,27.424811141540324,Literary
308,0.147,0.653,0.2,25440,64.68,50.80403023770786,0.7669886086292819,0.019683477773733353,0.8926546766366209,16.67675118672918,23.584487704594014,Literary
309,0.121,0.677,0.202,34185,72.29,49.08663797336459,0.7521864591633257,0.020372142833302628,0.886023573706071,15.197130380820607,21.4919878937087,Literary
310,0.094,0.762,0.143,18113,70.47,58.44977988718099,0.8079659208026072,0.017108704291619013,0.9118164353581578,22.424264028161613,31.712698314861285,Literary
311,0.102,0.697,0.2,14941,73.81,55.38402286234273,0.7963328095921456,0.018055748721711767,0.906010769684306,20.00602217637567,28.292787890967375,Literary
312,0.096,0.707,0.196,13295,73.81,53.56082136927195,0.7917760829591067,0.01867036341929035,0.9031890716720901,18.310985826190162,25.89564449581964,Literary
313,0.129,0.715,0.156,12296,72.8,50.118144926814594,0.7791186523706541,0.01995285343183108,0.8961873486569385,15.53841736751362,21.974640578951405,Literary
314,0.098,0.728,0.174,15515,70.26,52.39300079608663,0.7859559209010056,0.0190865189014845,0.900358018317302,17.465959375277873,24.70059662837548,Literary
315,0.118,0.693,0.189,18084,43.74,59.42434870388986,0.8093618855099838,0.0168281188067029,0.9128633063071017,23.52460032440061,33.26880882817385,Sea and Adventure
316,0.111,0.715,0.175,27558,78.18,51.76543388344305,0.7711399888393664,0.01931791013771152,0.89487169548446,17.560149470628122,24.833801538661017,Literary
317,0.144,0.735,0.121,18754,70.47,52.48625487874034,0.7802304115816331,0.019052607245655318,0.8985162068281054,17.918815702299085,25.34103218785534,Detective and Mystery
318,0.085,0.749,0.166,11904,78.38,58.0922284825533,0.8125091033570179,0.01721400652240992,0.9130537855542198,21.26796209251195,30.077440435267267,Literary
319,0.116,0.76,0.124,14130,71.07,55.87141323127053,0.7999758329773149,0.01789824065950622,0.9075401031890665,20.20330481111292,28.57178766863349,Literary
320,0.096,0.708,0.197,12913,74.93,55.85617997608155,0.8030045082471217,0.01790312191825891,0.9085170436523559,19.836247687393342,28.05269050610361,Literary
321,0.139,0.69,0.171,14921,65.35,60.93907730339914,0.8167181682631546,0.016409831658941457,0.9161006676097774,24.309318997597185,34.378568618455866,Literary
322,0.124,0.725,0.151,19832,80.51,54.73909565155176,0.7912684570211651,0.018268478645785808,0.9038873987937149,19.71529095743674,27.88163185813868,Literary
323,0.133,0.735,0.132,19133,75.54,54.39823945850656,0.7897204467188367,0.018382947866589908,0.9031289004110253,19.443085742095835,27.49667555085488,Literary
324,0.119,0.695,0.186,12051,73.61,50.89852807275131,0.7833854739567361,0.0196469335728267,0.8982873963801502,16.084457457615894,22.74685787997347,Literary
325,0.109,0.679,0.211,11716,70.77,52.37912594875416,0.7902857627227788,0.01909157478073162,0.9017897761726027,17.151977319617128,24.25655894691827,Literary
326,0.107,0.741,0.151,25000,62.11,63.859695414356715,0.8184706171990069,0.015659329307968848,0.918249341295765,28.368197908769876,40.11869022266642,Literary
327,0.1,0.696,0.204,8165,74.73,50.84830827027697,0.7916295707478135,0.019666337662300224,0.9010079556954076,15.538556983089117,21.974838025191794,Literary
328,0.108,0.716,0.176,17280,67.12,50.056951979073105,0.7720517565453684,0.019977245127071695,0.8937354436904892,15.76266573059818,22.291775655365555,Literary
329,0.114,0.691,0.195,19765,73.61,58.67004917740366,0.8054021720897616,0.01704447182200663,0.9111277870275495,23.109010234561445,32.681075686735454,Literary
330,0.115,0.708,0.177,14721,76.86,53.532448145410456,0.7913789495936999,0.018680259069857874,0.9030363477823863,18.311792036547406,25.896784649440978,Literary
331,0.125,0.691,0.184,15147,77.47,53.26685431739594,0.7886346289234544,0.01877340069757825,0.9019257719702689,18.230515344470557,25.781842049201078,Literary
332,0.096,0.757,0.147,3825,76.45,56.979543490132365,0.8279566994274853,0.017550158157605782,0.9172927637166464,17.608277763307623,24.90186522290223,Literary
333,0.104,0.755,0.141,16136,83.96,56.33470638260557,0.7989774630814622,0.017751046632041547,0.9075298398596316,20.88874133758658,29.541141300518444,Literary
334,0.1,0.772,0.128,11438,84.0,53.69809996518616,0.7977779230432411,0.018622632842657846,0.9052720876824247,17.9390409697637,25.369635035406418,Literary
335,0.084,0.737,0.18,14125,69.31,56.75645909246956,0.8058736546865909,0.017619140023706657,0.9100536778193565,20.56352928089864,29.081221999303114,Literary
336,0.123,0.657,0.22,16904,73.71,49.4738303265945,0.7709822787284349,0.02021270626104026,0.8928563621625517,15.237502417574332,21.549082575626446,Literary
337,0.105,0.71,0.185,11452,90.6,52.56981217153254,0.7900499912053899,0.019022324004830993,0.9018600954181971,17.3695313128785,24.564226754736925,Literary
338,0.125,0.707,0.168,22632,78.08,60.81890577040451,0.8105595957308054,0.01644225569882937,0.9140705747739256,25.319043859835343,35.806535212898375,Literary
339,0.163,0.676,0.161,10909,61.9,51.38775431970851,0.7876343204603513,0.019459889096894716,0.9001146776264037,16.319788926732482,23.07966683525133,Literary
340,0.128,0.666,0.206,2461,62.41,53.28203987625205,0.8235964516993451,0.018768050215842106,0.9133834562966987,14.80485329454586,20.93722431809075,Literary
341,0.108,0.729,0.163,36313,83.59,50.882498839189225,0.7620280268429213,0.019653122838177304,0.8910260523539009,16.88154885124626,23.87411533929641,Literary
342,0.102,0.731,0.167,28693,84.1,53.128093523697736,0.776006733365958,0.0188224333620018,0.8976025579289586,18.87803466779908,26.697572658150925,Literary
343,0.151,0.728,0.122,18843,76.25,52.912901361043644,0.7852999331747338,0.018898982559596243,0.900544759744458,18.075343231585997,25.562395542657644,Literary
344,0.114,0.701,0.185,11813,76.35,54.633435404893454,0.7995318883600303,0.018303809610157356,0.9065282788215963,18.802277704179648,26.59043613275612,Literary
345,0.124,0.729,0.147,7259,70.87,55.2704308583398,0.810860836044828,0.018092856966558442,0.9106681353455903,18.230652419004734,25.782035901866365,Literary
346,0.095,0.734,0.171,12789,71.48,57.84425898791515,0.8100165212857885,0.017287800336571353,0.9120958461237685,21.33477923286528,30.17193414135394,Literary
347,0.116,0.71,0.174,16632,56.15,55.59721785289852,0.79808648129003,0.017986511530951828,0.9067336467279314,20.07940253896078,28.39656339494709,Literary
348,0.105,0.721,0.175,11452,69.25,55.38922546136589,0.8035235576462425,0.01805405278139342,0.9083649005581605,19.231999683258373,27.198154783619056,Literary
349,0.122,0.718,0.16,19124,79.6,53.2018816017345,0.7850368527475178,0.01879632768415841,0.9006795344158217,18.41626769961531,26.04453554908953,Literary
350,0.115,0.745,0.14,26067,69.69,48.912736292178,0.7595544970415222,0.020444572841448606,0.8884185803540476,14.969387192284472,21.16991038774281,Literary
351,0.116,0.711,0.173,23075,71.48,50.52588436369771,0.7682295583541373,0.01979183566193032,0.8928392378342522,16.354508071301506,23.12876712037484,Literary
352,0.125,0.672,0.203,27501,71.99,51.97688402159751,0.7712686657296114,0.019239321841310813,0.8950883214469926,17.787031037481274,25.154660527557198,Literary
353,0.16,0.651,0.189,28772,68.23,51.25654458462361,0.7690791683674835,0.01950970374815295,0.8937498784639573,17.086732963996123,24.164289494330752,Literary
354,0.107,0.707,0.186,30645,77.98,51.92512549271466,0.7700145671795674,0.019258499435698132,0.8946213078343443,17.777727960892246,25.141503990473204,Literary
355,0.153,0.635,0.212,16449,70.57,51.39100595511188,0.7795982397539358,0.019458657821827083,0.8974206178096538,16.78260432751361,23.73418665191114,Sea and Adventure
356,0.07,0.75,0.18,15155,53.44,56.02509173591898,0.8018136729510734,0.017849145249304015,0.908244327973275,20.177870923150934,28.535818719333776,Literary
357,0.108,0.679,0.213,11707,73.1,50.991311785935444,0.782433023909856,0.019611184042451376,0.8980442705256146,16.228120689730297,22.95002837124401,Literary
358,0.118,0.74,0.143,13982,71.99,56.252493879442206,0.8039018286311035,0.017776989623662816,0.9090776999126939,20.2017832537656,28.56963586159699,Literary
359,0.081,0.715,0.203,28265,71.78,51.75730595422514,0.7719738050568019,0.01932094380809568,0.8951473811980095,17.5186690397026,24.775139350673065,Literary
360,0.146,0.661,0.193,26209,68.33,51.10013547620743,0.7698942878205841,0.019569419741863638,0.8938954913863856,16.894030387391165,23.89176689699178,Literary
361,0.093,0.726,0.181,16823,74.93,52.3427441939862,0.7842539551948475,0.019104844719144334,0.8997498580162546,17.52156537491534,24.7792353872121,Literary
