,neg,neu,pos,nns,FRS,Dugast,Herdan,Maas,Summer,cttr,rttr,label
362,0.11,0.731,0.159,16814,85.12,48.13085254139557,0.7621377072887934,0.020776694099485085,0.8885793199836518,14.21807250207872,20.107390963243688,Literary
363,0.108,0.729,0.163,5099,63.97,55.7830235047169,0.8177987933740735,0.01792660091139452,0.913258280683202,17.875818398249844,25.280224817323422,Literary
364,0.11,0.656,0.234,24919,76.66,55.981644554318464,0.7915085029347613,0.01786299791585632,0.9048438010020199,21.238706479284982,30.03606675026615,Literary
365,0.111,0.735,0.154,9799,65.66,56.88344091335562,0.811443310984763,0.01757980853379091,0.9119377260649493,19.963198899648955,28.232226632235204,Literary
366,0.116,0.677,0.207,8279,72.09,49.753415962727004,0.7832442776200653,0.020099122455213014,0.897266228051364,14.999671905623902,21.212739440080007,Literary
367,0.149,0.733,0.118,5457,68.6,56.472262385498745,0.8204242884965642,0.017707808360388717,0.9145582327814056,18.22627223450526,25.775841385541515,Literary
368,0.112,0.711,0.177,12233,66.71,56.13592899255884,0.8046277122649712,0.017813903108872684,0.9092350138352997,19.973409524548842,28.24666663644892,Literary
369,0.135,0.684,0.181,22491,66.27,51.708271004480984,0.7746640875530787,0.019339265857745293,0.8960169052867482,17.35252998284804,24.540183243229468,Detective and Mystery
370,0.103,0.733,0.163,7959,79.19,55.968452974160726,0.8117082791376724,0.017867208165672825,0.9114174024307371,18.88431706915422,26.70645731535163,Literary
371,0.068,0.725,0.207,15837,66.51,49.01389853087315,0.7712908578095338,0.020402376264155246,0.8925480959907973,14.799257890806647,20.929311222235803,Literary
372,0.115,0.716,0.169,18838,72.39,55.33352631224776,0.7932665699913178,0.018072226128459403,0.904968880426236,20.250665555527167,28.63876587570821,Literary
373,0.107,0.723,0.169,30322,73.21,58.54431536178299,0.7989964675277108,0.01708107770703879,0.9089789907068717,23.852796995963427,33.7329490122237,Literary
374,0.092,0.783,0.125,5143,76.18,55.93365321115973,0.8190000646894093,0.01787832445388142,0.9137455358944239,17.86742304554862,25.26835199567245,Literary
375,0.095,0.741,0.164,12302,76.96,64.86558710392183,0.8325407962762799,0.015416495011413211,0.9231656724238614,26.195757187704572,37.046395091484285,Literary
376,0.115,0.719,0.166,7334,77.27,58.96281426597797,0.8243720511188891,0.01695984176550759,0.9173768047167122,20.337512066938285,28.7615853899906,Literary
377,0.113,0.677,0.209,31932,73.0,48.870797277816685,0.7533572804791054,0.02046211757740072,0.8862297717042872,14.98875720779655,21.197303726383364,Literary
378,0.078,0.74,0.182,13397,66.07,59.090278173968834,0.812844097295248,0.016923257613644677,0.9137768929150204,22.49287965617686,31.809735466591196,Literary
379,0.109,0.739,0.152,14631,86.74,50.119461373983995,0.7779251242970316,0.01995232934644186,0.8957844288106884,15.59279517419748,22.05154241065582,Literary
380,0.135,0.701,0.165,18447,88.36,48.61974199691134,0.7638097924580293,0.020567776769846433,0.8896164619799269,14.627275864116037,20.686091907605533,Literary
381,0.108,0.685,0.207,11980,72.6,49.570695113465604,0.7766297121984166,0.020173209145262834,0.8948662150800742,15.126409863147055,21.39197397847672,Literary
382,0.104,0.711,0.184,24544,63.53,54.669903656842024,0.7868957445169323,0.018291599822032035,0.9023925190151655,20.002824110329726,28.288265142591836,Literary
383,0.071,0.747,0.182,15775,53.55,54.76365927415575,0.7961143969511072,0.018260284525433882,0.9055000430892332,19.292147222644008,27.283216249561598,Literary
384,0.129,0.686,0.185,8181,87.35,45.69760111089297,0.7663822809789679,0.021882986758393085,0.8876364869749842,12.14918630446803,17.18154404357615,Literary
385,0.095,0.766,0.139,14634,70.26,49.73655424741008,0.7755600165605181,0.020105936471304157,0.8946486682524818,15.324723523375749,21.67243184637599,Detective and Mystery
386,0.136,0.69,0.173,12217,72.6,48.99716332597493,0.7744987860146029,0.0204093447889435,0.8936287259835595,14.67787833048416,20.75765460183286,Sea and Adventure
387,0.11,0.711,0.179,31955,59.06,53.20787675269019,0.7762997856886774,0.018794209824383568,0.8977629173151315,18.955913678074932,26.807710210707224,Literary
388,0.093,0.766,0.141,1972,76.45,63.6036807762796,0.8560811275579259,0.015722360526860275,0.9298200112897401,18.410316006243225,26.03611858360364,Sea and Adventure
389,0.108,0.707,0.185,14472,73.71,57.29230011888007,0.8056981179773408,0.017454352468394975,0.9103477473451989,21.252156880992494,30.055088490780278,Literary
390,0.118,0.729,0.153,8639,51.45,60.527781033757975,0.8251870700568027,0.01652133917551468,0.9185502389048523,22.070533598330837,31.212447943570538,Literary
391,0.147,0.689,0.164,9583,51.04,57.52215743785327,0.8137619142856459,0.017384605246776364,0.9130961051237073,20.382979578105886,28.82588616093117,Literary
392,0.14,0.708,0.152,19881,73.41,51.43542138952401,0.775325934453531,0.019441854912141784,0.8960160863911653,17.032945091953465,24.088221956196836,Detective and Mystery
393,0.095,0.702,0.202,9098,73.92,55.75565920487239,0.8085374195484011,0.017935399101381474,0.9102466826447978,19.05064814025656,26.94168497194861,Literary
394,0.102,0.683,0.214,42828,63.46,55.39353571337485,0.7787308633772224,0.018052647969148294,0.9002070785920786,21.537532368775686,30.45867037597211,Literary
395,0.146,0.665,0.188,21374,68.54,51.9993020892731,0.776751740389653,0.019231027337312846,0.8969578802223227,17.569583519380217,24.847143298354318,Literary
396,0.106,0.731,0.162,13650,79.9,48.33566118700184,0.7688978047608496,0.020688658755099735,0.891103466241717,14.255506641290449,20.16033083061268,Detective and Mystery
397,0.114,0.738,0.149,7108,67.28,66.05560231943102,0.8426909068511574,0.015138761359925387,0.9268866311279603,24.88780597183077,35.19667274307318,Literary
398,0.142,0.681,0.178,28905,73.92,49.02518145833957,0.7562375918762795,0.020397680748000416,0.8873739359400236,15.113566755094133,21.373811080885257,Literary
399,0.097,0.74,0.162,16373,77.37,57.4161454314566,0.8034898038905681,0.017416703829305297,0.9097131285893508,21.70752058051075,30.699070010451386,Literary
400,0.125,0.688,0.188,11302,64.27,54.040380239483895,0.7962634270464334,0.018504681047180404,0.9050255052418844,18.454113431244437,26.098057496037377,Literary
401,0.095,0.744,0.161,25943,79.7,56.68930300989479,0.7934671312488613,0.01764001225814076,0.9059691423248255,21.963886034159533,31.06162551192542,Sea and Adventure
402,0.087,0.719,0.194,9027,80.31,50.746824559592895,0.7872366929188374,0.01970566648610067,0.8994540711463874,15.716935955299435,22.227103986933802,Literary
403,0.117,0.725,0.158,11875,76.56,55.79933950432086,0.8047398650968832,0.01792135908566739,0.9090429951652031,19.563880606106284,27.667505285803475,Literary
404,0.089,0.745,0.167,14935,71.28,50.337197940622254,0.7751615514431346,0.01986602435001646,0.8950350962312895,15.920898483087448,22.515550559947503,Literary
405,0.114,0.698,0.188,38367,56.15,59.13978820540587,0.7953783907035039,0.01690908997723789,0.9081794034326043,25.226186925968634,35.6752156776637,Literary
406,0.12,0.707,0.173,18592,78.69,50.88216796118913,0.7754262165867223,0.019653250639060028,0.895588482071345,16.4556184800635,23.27175883174314,Literary
407,0.084,0.747,0.168,13355,65.19,53.185851077215375,0.7919822230025799,0.018801993006527188,0.9029745186965157,17.882125967380095,25.289145067133035,Sea and Adventure
408,0.121,0.685,0.194,28244,60.72,55.95327438312225,0.7884799245120435,0.01787205504994789,0.9038282126651859,21.491463041309306,30.393518508259742,Sea and Adventure
409,0.131,0.689,0.181,10410,60.48,62.98351542487662,0.8294445114645207,0.015877170292165524,0.9212363055116074,24.346303954898207,34.430873246674764,Literary
410,0.115,0.691,0.194,29651,63.36,57.359398802486325,0.7920599321662014,0.01743393447067743,0.9059564019358909,23.03276770429161,32.57325246639821,Literary
411,0.107,0.697,0.196,14547,62.55,55.277100412349675,0.7971183725820478,0.018090673941656064,0.9061932663809237,19.796837972380636,27.996956752643378,Literary
412,0.076,0.751,0.173,14471,74.93,52.80872521683595,0.7905323411658747,0.018936264715611616,0.9022052674594695,17.587946851366798,24.873112971500095,Detective and Mystery
413,0.144,0.702,0.155,4873,72.39,52.281028073297946,0.8069964608818697,0.019127397391612136,0.9072342876319781,15.660642169463182,22.147492551526845,Literary
414,0.099,0.716,0.185,24220,76.86,52.32807831519694,0.7779471653935587,0.019110199193185035,0.897624100951891,17.86888210291262,25.2704154143849,Literary
415,0.12,0.689,0.191,40182,63.26,54.962969124933885,0.7775326308411283,0.018194068041101352,0.8994962687615754,21.050988828892837,29.770593903184768,Literary
416,0.113,0.691,0.197,23707,79.09,53.5307322868242,0.7830731183065783,0.018680857841470912,0.9002760510596945,18.926131666006448,26.765592085325217,Literary
417,0.11,0.733,0.157,11958,79.84,50.16929621372919,0.7832436674976827,0.019932510030434565,0.8976243688580063,15.387619467062501,21.761380142956043,Literary
418,0.14,0.692,0.168,23434,58.69,50.790031464127686,0.7710114610619726,0.019688902943607874,0.8940127722754772,16.533365938663817,23.381710342135744,Literary
419,0.119,0.722,0.159,20892,66.44,50.999791838646594,0.7752232562890418,0.0196079231688593,0.8956186702440195,16.584469522703174,23.45398172377008,Literary
420,0.111,0.682,0.206,17682,78.08,55.1641083783323,0.7948069405309917,0.018127728869316524,0.9053553564861475,19.894281002895433,28.134762007956144,Literary
421,0.078,0.741,0.18,14707,68.03,49.235412610913876,0.7704923164526898,0.02031058433291839,0.8924751721408974,15.02873482016204,21.25384060798193,Detective and Mystery
422,0.129,0.74,0.131,9608,71.38,48.7802705704275,0.7788348881994328,0.020500091293184402,0.8949092745869256,14.319681597596416,20.25108792418528,Detective and Mystery
423,0.092,0.749,0.159,8390,77.47,56.9708473106655,0.8126103657913196,0.01755283705974986,0.9123708711714283,19.90110676089056,28.144415087486326,Literary
424,0.123,0.657,0.22,16918,76.35,51.25984415898533,0.778423937194742,0.019508447916822432,0.8969167014376332,16.705747231584617,23.62549430448375,Literary
425,0.126,0.674,0.2,21305,71.38,51.85225200459435,0.7760914788876326,0.01928556545454179,0.8966161429255297,17.44220680819737,24.667005425869053,Literary
426,0.121,0.655,0.224,5699,73.41,54.410348802688816,0.8117128476970706,0.018378856633070925,0.910344004917807,17.233457979444218,24.37179000111685,Literary
427,0.136,0.719,0.146,16829,85.42,57.43479523021179,0.8058267671080955,0.017411048407011315,0.910481674455725,21.41514163536382,30.285583740872255,Literary
428,0.109,0.69,0.201,28139,60.32,57.19243798175252,0.7939925778740914,0.017484829031401916,0.9064772697545946,22.5845620012269,31.939393882391133,Literary
429,0.13,0.68,0.19,28345,60.92,54.477943890441374,0.7831253027067756,0.018356052534050548,0.9010016653922571,20.055833021290994,28.36323106339989,Literary
430,0.11,0.717,0.173,7790,77.87,53.215805353328236,0.8011602098843777,0.018791409682902747,0.9060258666813574,17.117972714275627,24.208469172861175,Literary
431,0.105,0.723,0.172,27561,76.96,51.53030056265646,0.7720739063299464,0.019406057971349987,0.8949942336451246,17.26984086652073,24.42324317345874,Literary
432,0.12,0.718,0.162,12299,79.6,62.621197624849614,0.8264924806525348,0.01596903345718153,0.9201178336617108,24.553352356694457,34.7236839045627,Western Stories
433,0.125,0.686,0.189,30820,60.92,57.049862411936424,0.7907721441665827,0.017528526059876565,0.9053291029564842,22.741807249218997,32.161772244720275,Literary
434,0.094,0.684,0.223,20795,60.58,51.9470048048124,0.7773894516724479,0.01925038803983862,0.8971303607253068,17.481523073694156,24.72260702175647,Literary
435,0.099,0.704,0.198,38421,59.91,53.49425110434742,0.7717947047603071,0.01869359752414089,0.8964708203421053,19.51936099809524,27.604545052362724,Literary
436,0.133,0.669,0.197,23434,78.18,52.1650189790186,0.7776741115044569,0.019169934557144743,0.8974018252821496,17.703974807893562,25.037201281234687,Literary
437,0.139,0.711,0.15,3533,66.81,51.688330125060006,0.8102011631922029,0.019346726767541112,0.9078265366360606,14.829511679054955,20.972096539889726,Detective and Mystery
438,0.112,0.745,0.142,24680,85.93,51.196042509237465,0.7704450592550325,0.019532759779617083,0.894163267411218,16.97563529109292,24.00717365856295,Literary
439,0.095,0.672,0.234,14968,66.57,55.934848937162165,0.7990794197771385,0.017877942266786333,0.9072909342846963,20.381328141306202,28.823550676611656,Literary
440,0.107,0.75,0.144,13013,76.96,58.50194833803956,0.8117092118282908,0.017093447798041502,0.9130522291623598,21.91170989431035,30.98783730731843,Literary
441,0.103,0.723,0.174,16116,77.37,51.662988492362636,0.7816363018874551,0.019356216687848603,0.8983282505985936,16.95658068183069,23.980226371718587,Literary
442,0.114,0.709,0.177,16306,73.1,55.21202860726386,0.7962813093812118,0.018111995252216417,0.9058730739112387,19.804640185980674,28.007990748933086,Literary
443,0.139,0.713,0.147,16842,74.73,57.33045067825018,0.8025142588774316,0.01744273746620618,0.9093411808327414,21.72528254621247,30.724189223241154,Literary
444,0.178,0.642,0.18,13076,84.3,54.75314498723717,0.79852570742044,0.018263791061373692,0.906283898652919,19.04050051206011,26.927334058527265,Allegories
445,0.095,0.737,0.168,19511,75.54,52.97487402305111,0.7856145295971256,0.018876873582839803,0.9006974881685056,18.122658129429574,25.629308912890327,Literary
446,0.136,0.671,0.193,6397,51.45,52.4724318745015,0.8051131529680614,0.019057626343518888,0.906762603809822,16.015716291766108,22.64964319093536,Literary
447,0.126,0.597,0.277,14657,71.68,48.47601246998332,0.7685554896328631,0.02062875944301745,0.8911165459733242,14.389324790524755,20.349578272151504,Literary
448,0.104,0.711,0.184,17994,74.42,48.571321146067206,0.7632570508070958,0.02058828082918987,0.8893806589576868,14.593811966956437,20.638766810392568,Literary
449,0.082,0.74,0.179,17278,77.77,50.02286466433856,0.77251203341044,0.019990858314695895,0.8938624349526549,15.713249618679164,22.221890719689938,Detective and Mystery
450,0.082,0.822,0.096,15483,83.46,50.25308504505221,0.7801050858694171,0.019899275817663604,0.8966367896417848,15.622294680758083,22.093261012917143,Detective and Mystery
451,0.12,0.703,0.177,18818,60.48,55.81166623630996,0.7963466362446333,0.017917400920551982,0.9063127159180946,20.527624050515296,29.030444335534863,Literary
452,0.136,0.699,0.165,14868,61.94,50.96678676392418,0.782122993078276,0.01962062086887985,0.8979195755628717,16.220220353025777,22.93885560792916,Literary
453,0.128,0.686,0.186,27840,62.14,51.34145188397518,0.7698218873389892,0.019477439053727313,0.8940733448883635,17.151655944085512,24.256104453282845,Literary
454,0.132,0.693,0.175,22726,60.01,51.685379084058646,0.7754359144607614,0.01934783139296797,0.896258797977836,17.293364949542866,24.456511250711035,Literary
455,0.105,0.703,0.192,16766,76.66,48.71648585789088,0.7656402141567835,0.020526932154282727,0.8903368427332715,14.677121625054914,20.756584458752098,Literary
456,0.143,0.67,0.187,15412,75.27,45.638442517277234,0.751634422082576,0.02191135246610207,0.8824063674965203,12.252220078350819,17.32725580398367,Literary
457,0.103,0.735,0.162,18741,71.18,54.73903068330581,0.7923777608951434,0.01826850032813931,0.9042530302771279,19.615329768591696,27.74026538916308,Literary
458,0.136,0.687,0.177,24535,71.52,49.87519329224246,0.765085359577979,0.020050047608648345,0.8911950900202288,15.788407825518231,22.32818047512539,Literary
459,0.133,0.713,0.154,31283,75.58,48.24059648208874,0.753280652377548,0.020729428591773118,0.8856067582571104,14.410318201316288,20.379267438413358,Literary
460,0.138,0.702,0.159,26044,75.37,49.354123316594695,0.7619300188623236,0.020261731600118665,0.8896431618656525,15.348761306459775,21.7064264052228,Literary
461,0.119,0.729,0.152,16937,77.98,53.75309174477822,0.7900147953875072,0.018603581069309264,0.902749820341687,18.67015129913565,26.403581178795296,Detective and Mystery
462,0.109,0.735,0.156,19164,76.86,56.180356158888586,0.7970390511069145,0.017799815956520682,0.9067921647216892,20.913396827309764,29.576009428471927,Literary
463,0.125,0.714,0.16,19314,73.81,49.865218067616524,0.7697026784968022,0.020054058495122075,0.8927663069099834,15.652725946349989,22.136297321437393,Literary
464,0.129,0.699,0.172,27814,65.09,55.75300154498135,0.7863140588834231,0.01793625405428985,0.902974283952153,21.423038684177087,30.2967518544067,Literary
465,0.109,0.698,0.193,14753,58.69,52.61520028979189,0.7880913841896755,0.01900591453595615,0.9012437828868783,17.558430697941887,24.83137082701751,Literary
466,0.149,0.673,0.178,29466,72.09,50.9659486709513,0.7678127058342475,0.019620943513800674,0.8930735993418341,16.820982895234742,23.788462142886825,Literary
467,0.098,0.779,0.122,23759,90.29,52.48032209655101,0.7817938569615316,0.01905476109998417,0.8990353808848435,17.82134403030293,25.203186427371197,Western Stories
468,0.128,0.684,0.188,21600,78.59,56.58298421658389,0.7983877904255943,0.017673157643511322,0.9075048566546139,21.271768137668825,30.08282299594713,Literary
469,0.097,0.746,0.157,7343,78.48,49.32641219546018,0.7871599519419289,0.020273114453113143,0.8982140210206323,14.414205340996753,20.384764684068312,Literary
470,0.135,0.665,0.2,41139,68.54,52.54171193723282,0.7672704257970152,0.01903249747923357,0.8941914487789464,18.571198541540777,26.26364084697041,Literary
471,0.118,0.694,0.188,10431,60.92,53.17274757700565,0.7951721157485939,0.018806626431176674,0.9040199094545204,17.605706390133218,24.898228752085064,Literary
472,0.135,0.695,0.171,26217,75.78,48.72035062079846,0.7582612889061364,0.020525303846501985,0.8877920042446991,14.807343104807298,20.940745441530215,Literary
473,0.148,0.647,0.205,22088,61.09,58.08884352922053,0.7995050357698336,0.0172150096170699,0.9088546774853499,23.14127871742899,32.72671021284393,Literary
474,0.112,0.676,0.212,13630,65.96,59.45693198557434,0.8136473717408067,0.01681889674769333,0.9142551323584324,22.842557314836974,32.3042543539272,Ghost and Horror
475,0.102,0.68,0.219,17675,75.34,52.870154340902424,0.7856232157344396,0.01891426292331363,0.9006194508160074,18.00623553394724,25.46466249939254,Love and Romance
476,0.129,0.672,0.199,6006,48.4,52.322791428413446,0.8047121340435085,0.01911213015781414,0.9065161353110892,15.910462451499038,22.500791782537817,Literary
477,0.098,0.722,0.18,14040,65.09,52.50870748456584,0.7869506502401025,0.019044460393429705,0.9007806271279846,17.52323710477403,24.781599570250883,Literary
478,0.114,0.686,0.201,15727,63.16,52.67966982068104,0.7847868619362897,0.01898265504328235,0.9001924173525006,17.85273553700215,25.247580721888564,Literary
479,0.136,0.689,0.175,16708,64.78,52.70185333433282,0.7839762226881343,0.018974664774237576,0.899939067653803,17.929619791570165,25.356311477431593,Literary
480,0.068,0.782,0.15,1109,70.36,57.50728249650155,0.8506198992505266,0.017389101981315755,0.9247716395938026,14.37379702417539,20.32761869438687,Literary
481,0.141,0.718,0.141,20999,69.69,50.12409699661765,0.7702746893055279,0.01995048409685025,0.8931884148449059,15.8882256381646,22.4693441795363,Literary
482,0.119,0.711,0.17,15424,73.44,48.73349021554255,0.7704637920755201,0.020519769784128256,0.892009092850787,14.568498797813419,20.602968583283864,Detective and Mystery
483,0.109,0.701,0.19,23377,80.21,55.28004486589025,0.7918995178381463,0.01808971035436036,0.9044815610887916,20.315441214450132,28.730372491068717,Literary
484,0.134,0.703,0.163,18724,72.19,50.85420615289683,0.7742659918075963,0.019664056833242627,0.8951718903660325,16.475416931813353,23.299758070721772,Detective and Mystery
485,0.081,0.719,0.2,10641,79.3,50.34353097622446,0.7844399938874841,0.019863525275417532,0.8981756979780356,15.489834501673448,21.905934031181285,Literary
486,0.111,0.667,0.222,38757,68.13,51.861338540913415,0.7648594579048092,0.019282186463642853,0.892817674865351,17.873316530293682,25.276686641728553,Literary
487,0.093,0.691,0.216,26594,67.72,48.92558758554604,0.7608038943571946,0.02043920266162378,0.8888623352975102,14.96276582802697,21.160546364608436,Literary
488,0.123,0.705,0.173,15239,85.12,47.91526200888478,0.765779005650775,0.02087017701822382,0.889632817089999,13.96006126814326,19.742507976967545,Detective and Mystery
489,0.165,0.653,0.182,8173,55.85,53.96170162922386,0.8042108023488168,0.018531661712061973,0.907576455592016,17.592092552468642,24.878975878223873,Literary
490,0.091,0.684,0.225,6596,48.0,51.1143470079959,0.7954577730420641,0.01956397877573528,0.9025013687847057,15.524973864799035,21.95562859508664,Literary
491,0.142,0.638,0.22,5960,56.46,52.509421372984406,0.8037543826150039,0.01904420147570871,0.9063443612394567,16.17614304883996,22.876520886556744,Literary
492,0.114,0.76,0.126,11586,88.47,49.934885189557995,0.7816207207402733,0.02002607988791596,0.8968751549540521,15.247694959081462,21.563497006060878,Detective and Mystery
493,0.136,0.744,0.12,10710,72.09,50.76668078275588,0.7859666152344197,0.01969795906648429,0.8990445808947692,15.810468940627683,22.35937960331425,Detective and Mystery
494,0.132,0.67,0.198,6160,60.21,51.11408278428797,0.7972044018043256,0.019564079907688207,0.9030815285679153,15.396825396825397,21.77439929368099,Literary
495,0.118,0.722,0.16,9050,71.58,55.06064435441306,0.806280012328761,0.018161792542114537,0.9090343618278306,18.547136419208563,26.229611867228716,Literary
496,0.13,0.708,0.163,4947,70.06,53.55305531865742,0.8102262705157545,0.0186730709209715,0.9092434627818157,16.547657133431095,23.40192114359815,Detective and Mystery
497,0.12,0.7,0.18,13309,76.66,50.84186099461629,0.7815932610075538,0.019668831558032295,0.897637038668588,16.12378844440256,22.80248029490869,Literary
498,0.138,0.672,0.189,6960,49.01,54.61693218494078,0.8080254586193221,0.01830934034547851,0.9092910136059006,17.869439822207454,25.27120414857565,Literary
499,0.169,0.651,0.181,6224,48.3,55.72889897080638,0.8145642000824719,0.017944011427963986,0.9121788816083999,18.250175155948998,25.80964522122759,Literary
500,0.135,0.693,0.172,20291,74.42,53.947555983336564,0.7881456949731376,0.018536520918739714,0.9022754195165936,19.04205380062468,26.929530740281564,Literary
501,0.115,0.756,0.129,12987,80.82,54.748048364260704,0.8009403517306836,0.01826549128010188,0.9070712376406731,18.78601401841151,26.567435807768643,Western Stories
502,0.147,0.717,0.136,6472,78.28,53.16987130625878,0.8056105977022326,0.01880764379210162,0.9074521398024749,16.645060208338645,23.539669893149245,Literary
503,0.148,0.716,0.136,19578,74.12,50.52400695033587,0.7738025427964675,0.01979257110353462,0.8947340516677315,16.160207769155754,22.853984997907123,Detective and Mystery
504,0.083,0.739,0.178,16654,71.18,53.29462917028888,0.7888031800922721,0.018763616814083926,0.9020028468509409,18.248734113800044,25.807607279876585,Literary
505,0.135,0.714,0.151,12057,75.54,50.67100657956794,0.7813975683212709,0.019735151667644783,0.8974277525460608,15.965217872164942,22.578227641056987,Detective and Mystery
506,0.105,0.748,0.146,18874,73.1,57.40290649914348,0.8015303758214435,0.01742072067404673,0.9090692081035341,21.948121547639893,31.039331161285507,Literary
507,0.11,0.706,0.184,17366,80.31,53.788767659168315,0.7913785688376369,0.01859124206630805,0.9032277842610017,18.599375700699948,26.303489367602456,Literary
508,0.121,0.689,0.19,22025,73.51,55.46374777375108,0.7905671058791695,0.018029794958667807,0.9041726995471301,20.668989931543752,29.23036588174213,Literary
509,0.15,0.705,0.145,13727,72.7,49.02831089956147,0.7739653642837281,0.0203963787789586,0.8934748816804068,14.72485651710078,20.82409179048178,Detective and Mystery
510,0.145,0.643,0.213,10467,58.89,49.99627108029517,0.7808046778139128,0.020001491679128965,0.8966524254593947,15.344398393924921,21.700256315144564,Literary
511,0.112,0.696,0.192,25634,63.46,53.43510356039425,0.7794761330174383,0.018714289546941074,0.8990021746751277,19.04288798373952,26.93071045335607,Literary
512,0.131,0.695,0.174,16661,63.87,53.07516364677808,0.7854751032142956,0.018841204271269445,0.9007282761241486,18.243884887637225,25.800749438470113,Literary
513,0.104,0.749,0.147,13546,72.09,50.378988512747426,0.7792451184896156,0.019849545009165265,0.8964537598993569,15.78444882649685,22.322581605015934,Detective and Mystery
514,0.103,0.733,0.164,5845,76.45,57.025569931687734,0.8208241560158909,0.0175359930851708,0.9150443867514675,18.755382704966944,26.52411658886204,Literary
515,0.131,0.736,0.133,19292,76.76,57.5945450808554,0.8019535081743024,0.01736275542407927,0.9093308008417621,22.14536415021369,31.318274324923134,Literary
516,0.114,0.702,0.184,15733,74.83,52.96484562704178,0.787075142810022,0.018880447741538194,0.9011761906800396,18.009971451890816,25.46994588521625,Literary
517,0.124,0.671,0.205,18717,74.22,52.16434895726977,0.7813891859916609,0.019170180784181666,0.8986490077505068,17.501764033953346,24.751232062270475,Love and Romance
518,0.091,0.741,0.168,16980,74.83,51.18512080157571,0.7785189502120307,0.019536927613721985,0.8968868256375684,16.624309283795725,23.51032365422887,Detective and Mystery
519,0.142,0.716,0.142,29810,48.34,54.01994330844724,0.7800120420948271,0.01851168177445361,0.8996247378058065,19.707827244534847,27.871076574127162,Literary
520,0.145,0.675,0.18,12184,51.72,51.9257059061015,0.7870842893589036,0.019258284168699104,0.9003643724505356,16.900994840519697,23.90161612106066,Literary
521,0.13,0.662,0.207,23683,69.65,52.12192027618309,0.7754842977518227,0.019185785840222506,0.8966297954753525,17.764389711591104,25.122640857413213,Literary
522,0.127,0.695,0.178,9745,72.8,51.54986937313008,0.7894086630569147,0.01939869125102461,0.9008387775871359,16.366459627329192,23.145669173000655,Detective and Mystery
523,0.099,0.694,0.207,12725,76.05,55.203951478103015,0.8007631644843501,0.018114645296662433,0.907334846152314,19.325362975786533,27.33019041814019,Literary
524,0.102,0.692,0.206,12314,75.54,54.741757332285935,0.7991578174434862,0.01826759038680356,0.9064829903705808,18.963257254687864,26.81809559634956,Literary
525,0.133,0.702,0.165,13281,76.86,53.01109595453003,0.7905019005920524,0.018863975211109472,0.9023505454770482,17.80822262034238,25.18462995144753,Literary
526,0.109,0.714,0.178,4533,66.61,60.1835901521714,0.8335898031157024,0.016615824969423505,0.921004374635284,19.973026572291243,28.246125060172485,Literary
527,0.119,0.687,0.195,21427,66.71,57.80408019644772,0.7996263555422577,0.01729981683994435,0.9087112399717303,22.733121748535716,32.14948909185797,Literary
528,0.129,0.704,0.167,26963,71.48,49.14134943268476,0.7585683052311214,0.020349461533811335,0.888288320071965,15.197835176360208,21.492984625119504,Sea and Adventure
529,0.147,0.667,0.186,23542,73.31,51.89125909981799,0.7766314219878302,0.019271068333038533,0.8968298451966311,17.45850860454889,24.690059647360417,Detective and Mystery
530,0.11,0.759,0.131,14682,76.05,50.043625486445755,0.7767469706678177,0.019982565017613453,0.8953195273799938,15.570090074104527,22.01943255016933,Detective and Mystery
531,0.082,0.728,0.19,7483,75.44,56.9111245853688,0.815850465591894,0.01757125706591798,0.9133749272371008,19.367354824472763,27.389575860061367,Literary
532,0.132,0.721,0.147,12239,66.81,56.506381569836705,0.8056088035642605,0.017697116187913958,0.9098019470518012,20.294265702719944,28.700425795189695,Ghost and Horror
533,0.132,0.713,0.155,31735,75.47,48.204054704492805,0.7528298504375955,0.020745142833530062,0.8854144525460277,14.379359468799155,20.335485179013745,Literary
534,0.086,0.741,0.174,20345,53.92,52.15625599841907,0.7776845562900941,0.019173155374310448,0.8973983053459051,17.69386638222069,25.02290580855387,Sea and Adventure
535,0.161,0.682,0.158,15218,62.24,53.471809007037436,0.7912772487447539,0.018701443219704607,0.9029571073436736,18.252619467065067,25.81310199915859,Literary
536,0.122,0.705,0.172,22836,70.97,55.302307122073245,0.7879769483253989,0.018082428239252647,0.9032046220346072,20.698493701885152,29.272090513900075,Literary
537,0.103,0.746,0.151,21641,67.01,54.75614335110868,0.79130477256946,0.018262790963705672,0.9039116594561928,19.732495136192885,27.90596224106511,Literary
538,0.093,0.728,0.178,21503,78.99,49.73001537541761,0.7662493761920279,0.020108580149249603,0.8914652025870563,15.617960196844802,22.08713112698109,Detective and Mystery
539,0.094,0.697,0.209,24597,49.32,59.57281908460159,0.8042062016689702,0.016786178921293998,0.9112969575657839,24.573879146284206,34.752713168792496,Literary
540,0.117,0.736,0.147,14284,75.24,52.41942542820119,0.7874202183879574,0.019076897387395035,0.9008672118695902,17.395977586196473,24.601627433137427,Literary
541,0.121,0.699,0.179,10258,74.53,54.032448623914085,0.7997714684811648,0.018507397415215652,0.9061729719835782,18.1125545065545,25.615020232391295,Literary
542,0.119,0.675,0.206,22302,72.5,50.73384475402383,0.7700418927152816,0.019710708006624857,0.8936351100292588,16.50912180419409,23.347423958360665,Literary
